work_id;performance_id;bin;artist;title;language
9158;411031;5;Lena Horne with Orchestra conducted by Horace Henderson;One for My Baby (And One More for the Road);English
9133;9133;5;The Mama's and The Papa's;Monday, Monday;English
20088;20088;5;June Knight & Charles Walters;Just One of Those Things;English
119473;166942;5;Ukulele Ike (Cliff Edwards);Just You, Just Me;English
30235;30235;5;Bing Crosby;But Beautiful;English
132900;272793;5;Daft Punk feat. Pharrell Williams;Get Lucky;English
11473;11473;5;Evelyn Herbert;Lover Come Back to Me;English
11798;11798;5;Campbell and Burr;After You've Gone;English
3162;3162;5;The Beatles;You've Got to Hide Your Love Away;English
132541;270168;5;Carlos Lyra;Você e Eu;Portuguese
1454;1454;5;The Beatles;Hey Jude;English
31938;31938;5;Cannon's Jug Stompers;Walk Right In;English
58781;764063;5;The Collegians [US1];I Cried for You;English
9092;9092;5;The Beatles;If I Fell;English
4854;4854;5;Gene Kelly & Rita Hayworth [dubbed by Martha Mears];Long Ago and Far Away;English
29487;29487;5;Helen Morgan;Can't Help Lovin' Dat Man;English
4775;4775;5;Leon Russell;This Masquerade;English
137560;314487;5;Sam Lanin and His Orchestra;Five Foot Two, Eyes of Blue (Has Anybody Seen My Girl);English
13523;13523;5;Grover Washington Jr. with Bill Withers;Just the Two of Us;English
3997;3997;5;ABBA;Chiquitita;English
4806;4806;5;Gloria Grafton & Donald Novis;My Romance;English
13693;234850;5;Miss Walton and Mr. Macdonough;Shine On, Harvest Moon;English
46288;46288;5;Paul McCartney & Wings;My Love;English
112241;116613;5;Fred Waring and His Pennsylvanians;While We're Young;English
10852;287410;5;The Pied Pipers with Paul Weston and His Orchestra;We'll Be Together Again;English
4267;4267;5;Lionel Richie;Hello;English
9724;9724;5;João Gilberto;Samba de Uma Nota Só;Portuguese
68897;68897;5;The Killers;Mr. Brightside;English
21826;21826;5;Carol Channing and David Hartman;Hello, Dolly!;English
32062;32062;5;Michael Crawford;The Music of the Night;English
3673;3673;5;The Beatles;Please Please Me;English
3237;3237;5;The Beatles with Billy Preston;Get Back;English
91786;184704;5;Neal Hefti and His Orchestra;Girl Talk;English
11352;11352;5;Georges Metaxa & Libby Holman;You and the Night and the Music;English
76574;167748;5;Billy Eckstine - Orchestra conducted by Russ Case;I'm a Fool to Want You;English
126478;225467;5;Johnny Mercer, Jo Stafford and The Pied Pipers with Paul Weston and His Orchestra;Candy;English
7581;7581;5;Paul Whiteman and His Orchestra with Vocal Refrain by Jack Fulton;How Deep Is the Ocean?;English
28495;28495;5;Ethel Waters;Taking a Chance on Love;English
92616;977098;5;"""Kenn"" Sisson and His Orchestra";My Blue Heaven;English
3964;3964;5;Red Hot Chili Peppers;Under the Bridge;English
27894;468096;5;Don Ameche;All of You;English
26461;26461;5;Louis Prima and His New Orleans Gang;Sing, Sing, Sing;English
100;100;5;Percy Sledge;When a Man Loves a Woman;English
122815;197902;5;Woody Herman and His Orchestra - Vocal by Mary Ann McCall;Detour Ahead;English
3858;3858;5;Eddie Miller and His Oklahomans;Release Me (And Let Me Love Again);English
115707;140702;5;Chester Gaylord;I'm Confessin' That I Love You;English
103;103;5;Johnny Darrell;Green Green Grass of Home;English
40971;250856;5;Joseph Knecht's Waldorf-Astoria Orchestra;The Sheik of Araby;English
15385;15385;5;The Archies;Sugar, Sugar;English
22556;22556;5;Steely Dan;Do It Again;English
434;434;5;Michael Jackson;Human Nature;English
40675;40675;5;Irene Bordoni and Arthur Margetson;Let's Do It, Let's Fall in Love;English
52963;52963;5;Michael Jackson;Man in the Mirror;English
12792;12792;5;Jack Barker;Dancing in the Dark;English
7084;7084;5;Elton John;Your Song;English
8850;8850;5;Carson and Gaile;Something Stupid;English
19417;19417;5;Sterling Holloway - June Cochran;Manhattan;English
10901;325579;5;Margaret Whiting with Frank De Vol and His Orchestra;Time After Time;English
53262;85366;5;Hal Kemp and His Orchestra;The Touch of Your Lips;English
25150;25150;5;Billy Butterfield and His Orchestra - Vocal by Margaret Whiting;Moonlight in Vermont;English
97632;97632;5;Benny Goodman and His Orchestra - Vocal by Al Hendrickson;On a Slow Boat to China;English
8535;8535;5;Thelma La Vizzo;Trouble in Mind [I'm Blue];English
19558;19558;5;João Gilberto;Insensatez;Portuguese
35395;141983;5;Gertrude Lawrence;Hello, Young Lovers;English
14485;14485;5;Pink Floyd;Comfortably Numb;English
18505;201957;6;Ambrose and His Orchestra;Body and Soul;English
1364;1364;6;Janet Brace;Teach Me Tonight;English
5930;5930;6;Richard Harris [IE];MacArthur Park;English
7027;7027;6;Michael Jackson;Billie Jean;English
16560;16560;6;Depeche Mode;Personal Jesus;English
29078;29078;6;Walter Huston;September Song;English
17662;17662;6;Brad Kane & Lea Salonga;A Whole New World;English
179;179;6;ABBA;Mamma mia;English
19508;19508;6;Michael Jackson;Beat It;English
11785;11785;6;Don Gibson;Sweet Dreams;English
1153;1153;6;Depeche Mode;Enjoy the Silence;English
2110;2110;6;Procol Harum;A Whiter Shade of Pale;English
7116;7116;6;Louis Jourdan;On a Clear Day (You Can See Forever);English
11652;11652;6;Duke Ellington and His Orchestra - Vocal Refrain by Al Hibbler;I'm Just a Lucky So and So;English
144354;364177;6;Hozier;Take Me to Church;English
6939;6939;6;Donovan;Sunshine Superman;English
64593;64593;6;Duke Ellington and His Orchestra;I Let a Song Go Out of My Heart;English
3099;3099;6;Jessie Matthews;My Heart Stood Still;English
70887;70887;6;Priscilla Lane;This Time the Dream's on Me;English
1353;1353;6;Dick Haymes;Love Letters;English
44137;44137;6;The Princeton University Triangle Club;East of the Sun (And West of the Moon);English
430;430;6;Metallica;Nothing Else Matters;English
4801;4801;6;Dick Haymes with Victor Young and His Orchestra;It Might as Well Be Spring;English
4541;4541;6;Quincy Jones;Everything Must Change;English
3203;3203;6;Steppenwolf;Born to Be Wild;English
50939;50939;6;Earth, Wind & Fire;September;English
58783;58783;6;Glen Gray and The Casa Loma Orchestra;It's the Talk of the Town;English
10781;10781;6;Mary Martin;My Heart Belongs to Daddy;English
54466;54466;6;Larry Kert & Carol Lawrence;Tonight;English
82985;82985;6;Hoagy Carmichael;Rockin' Chair;English
1002;1002;6;The Rolling Stones;Paint It, Black;English
121495;183344;6;Bruno Mars;Just the Way You Are;English
4810;555719;6;Doris Day - Orchestra under the direction of Frank Comstock;From This Moment On;English
27913;27913;6;Minto Cato;Memories of You;English
3928;3928;6;Bryan Adams;(Everything I Do) I Do It for You;English
3077;3077;6;New Mayfair Dance Orchestra;Try a Little Tenderness;English
3221;3221;6;The Rolling Stones;Ruby Tuesday;English
2558;2558;6;Judy Collins;Both Sides Now;English
94;94;6;Simon and Garfunkel;Bridge over Troubled Water;English
20084;20084;6;Tamara;Get Out of Town;English
4884;4884;6;Judy Holliday, Ensemble;The Party's Over;English
119695;168186;6;Prince's Band;Ballin' the Jack;English
61921;61921;6;Gertrude Lawrence and Jack Buchanan;Limehouse Blues;English
677;677;6;The Rolling Stones;(I Can't Get No) Satisfaction;English
10528;10528;6;The Beatles;For No One;English
199;199;6;ABBA;Dancing Queen;English
23116;23116;6;Bing Crosby;It's Easy to Remember (And So Hard to Forget);English
594;594;6;David Bowie;The Man Who Sold the World;English
7279;7279;6;Mieko Hirota;Sunny;English
31091;287377;6;Zero Mostel, Maria Karnilova and Chorus;Sunrise, Sunset;English
122254;191343;6;Swing and Sway with Sammy Kaye - Vocal Refrain by Charles Wilson;Two Sleepy People;English
19912;19912;6;Billy Cotton and His Band;South of the Border;English
111408;111666;6;Eddie Cantor;Dinah;English
2855;2855;6;Richard Berry and The Pharaohs;Louie Louie;English
87425;466548;6;Tommy Tucker Time - Vocal Chorus by Don Brown;Because of You;English
10847;10847;6;Virginia Verrill;That Old Feeling;English
38495;38495;6;Grace Moore & John Steel;What'll I Do;English
20257;20257;6;Frank Sinatra;All the Way;English
11474;11474;6;Walter Catlett;Oh, Lady Be Good!;English
30678;30678;6;Chick Webb's Savoy Orchestra;Stompin' at the Savoy;English
10850;10850;6;Valaida & Dee Lloyd McKaye;Moonglow;English
103771;1212106;6;Henry Thies and His Hotel Sinton Orchestra - Vocal Refrain by Don Dewey;When You're Smiling (The Whole World Smiles with You);English
5231;150853;6;Yvonne Fair & James Brown Band;I Found You;English
4244;4244;6;Toto;Africa;English
28493;28493;6;Isham Jones Orchestra;The One I Love Belongs to Somebody Else;English
37947;37947;6;The Three Suns;Twilight Time;English
115728;140792;6;Coldplay;Viva la vida;English
24484;24484;6;Lois Deppe & Russell Woodling's Jubilee Singers;Without a Song;English
4681;4681;6;Abbie Mitchell;Summertime;English
3599;3599;6;Prince's Band;St. Louis Blues;English
5912;5912;6;Stevie Wonder;You Are the Sunshine of My Life;English
29380;882599;6;Dick Farney - Orchestrated and conducted by Paul Baron;Tenderly;English
3170;3170;6;The Beatles;Lucy in the Sky with Diamonds;English
118849;163156;6;Evanescence;My Immortal;English
9574;9574;6;Eddie Cantor;Makin' Whoopee!;English
14019;14019;6;Hank Williams with His Drifting Cowboys;I Can't Help It (If I'm Still in Love with You);English
9286;9286;6;Harry James and His Orchestra - Vocal Chorus by Dick Haymes;You've Changed;English
184;184;6;The Doors;People Are Strange;English
3529;3529;6;The Beatles;Dear Prudence;English
9571;9571;6;Marianne Michel;La vie en rose;French
132642;270939;6;Silvia Telles;Por Causa de Você;Portuguese
64648;177896;6;Elizete Cardoso;Chega de Saudade;Portuguese
2454;2454;6;The Doors;Riders on the Storm;English
20005;20005;6;Sergio Mendes & Brasil '66;So Many Stars;English
27328;27328;6;Lilo;I Love Paris;English
64627;270257;6;Tom Jobim & Os Cariocas;Samba do Avião;Portuguese
9626;9626;6;The Beatles;Girl;English
28687;366828;6;Richard Kiley;The Impossible Dream;English
1276;1276;6;Wilson Pickett;In the Midnight Hour;English
11667;278860;6;Frances Langford with Jimmy Dorsey and His Orchestra;Easy to Love;English
22;22;6;The Doors;Light My Fire;English
6102;6102;6;The Beatles;In My Life;English
11387;119272;6;Glynis Johns;Send in the Clowns;English
26988;1184612;6;Carole King;It's Too Late;English
10851;198059;6;Chick Bullock accompanied by His Orchestra;The Nearness of You;English
1769;1769;6;The Cascades;Rhythm of the Rain;English
79329;132657;6;Sarah Vaughan - Orchestra under the direction of Tad Dameron;If You Could See Me Now;English
111991;114679;6;Ray Noble and His Orchestra;Cherokee;English
38429;38429;7;Jane Withers;Guess I'll Hang My Tears Out to Dry;English
27919;979528;7;Eddy Duchin and His Orchestra - Vocal Refrain by Lew Sherwood;Pennies from Heaven;English
42054;42054;7;The Pied Pipers with Paul Weston and His Orchestra;Dream;English
11641;11641;7;Gladys Swarthout & John Boles;If I Should Lose You;English
2976;2976;7;Eddie Floyd;Knock on Wood;English
7257;7257;7;John Michael King;On the Street Where You Live;English
1278;1278;7;The Byrds;Eight Miles High;English
8213;8213;7;The Beatles;I Feel Fine;English
11472;435748;7;Gene Austin;When Your Lover Has Gone;English
627;627;7;Jesse Harris & The Ferdinandos;Don't Know Why;English
111535;112043;7;Secret Garden;You Raise Me Up;English
9006;9006;7;Ted Fiorito & His Orchestra;Willow Weep for Me;English
11516;11516;7;Antônio Carlos Jobim;Águas de Março;Portuguese
3177;3177;7;The Beatles;Nowhere Man;English
11552;11552;7;Yves Montand;Les feuilles mortes;French
3321;3321;7;Todd Duncan;Unchained Melody;English
6549;6549;7;The Beatles;While My Guitar Gently Weeps;English
113981;127118;7;Charley Straight and His Orchestra;Sweet Sue - Just You;English
375;375;7;Buffy Sainte-Marie;Until It's Time for You to Go;English
64766;64766;7;Carter Family;Wildwood Flower;English
19789;133129;7;Cleveland Simmons Group;The John B. Sails;English
1983;1983;7;The Beatles;Blackbird;English
114490;413873;7;The Six Hottentots;Sometimes I'm Happy (Sometimes I'm Blue);English
383;383;7;The Beatles;Here Comes the Sun;English
13222;13222;7;Christopher Cross;Sailing;English
32202;32202;7;U2;Pride (In the Name of Love);English
5095;5095;7;Blood, Sweat & Tears;Spinning Wheel;English
40034;782554;7;John Goss and the Cathedral Male Voice Quartet;Shenandoah;English
4685;292683;7;Fred Astaire with Johnny Green and His Orchestra;They Can't Take That Away from Me;English
21013;124579;7;Christine Johnson with Carousel Chorus and Orchestra under direction of Joseph Littau;You'll Never Walk Alone;English
93644;284415;7;"Nick Lucas ""The Crooning Troubadour""";Tiptoe Through the Tulips with Me;English
1939;232788;7;Sam Lanin's Dance Orchestra - Vocal Chorus Arthur Hall;Bye Bye Blackbird;English
5342;5342;7;The Police;Message in a Bottle;English
5461;5461;7;Roberta Flack;Feel Like Makin' Love;English
3245;3245;7;Winnie Lightner;Somebody Loves Me;English
26111;266181;7;Bing Crosby and Jimmy Dorsey and His Orchestra;Give Me the Simple Life;English
45948;343849;7;Peggy Lee with Dave Barbour and His Orchestra;Everybody Loves Somebody;English
40671;40671;7;Elsie Carlisle;What Is This Thing Called Love?;English
7202;7202;7;Tamara;Smoke Gets in Your Eyes;English
20069;20069;7;Tommy Dorsey and His Orchestra;In the Still of the Night;English
6536;6536;7;Pink Floyd;Wish You Were Here;English
20769;20769;7;Domenico Modugno;Nel blu, dipinto di blu;Italian
40251;40251;7;Gene Wilder;Pure Imagination;English
7249;7249;7;Barbra Streisand;The Way We Were;English
116622;146897;7;Gus Arnheim Coconut Grove Orchestra;Sweet and Lovely;English
4767;4767;7;Leon Russell;A Song for You;English
39525;39525;7;Elton John;Goodbye Yellow Brick Road;English
7312;7312;7;Stevie Wonder;My cherie amour;English
132426;269430;7;Silvia Telles;Fotografia;Portuguese
55068;55068;7;Seals and Crofts;Summer Breeze;English
4689;136053;7;Ella Logan - Orchestra under direction of Bill Harty;Love Is Here to Stay;English
40702;40702;7;Louis Armstrong & His Orchestra;Basin Street Blues;English
14501;14501;7;Stevie Wonder;Superstition;English
9290;234649;7;Jimmy Dorsey and His Orchestra - Vocal Chorus by Bob Eberly;I Remember You;English
149298;400123;7;Muriel Barron and Olive Gilbert;We'll Gather Lilacs;English
42521;1154263;7;The Halfway House Dance Orchestra;Squeeze Me;English
83881;124036;7;Rex Harrison;I've Grown Accustomed to Her Face;English
140168;333460;7;Frank Sinatra - Axel Stordahl and His Orchestra;There's No You;English
24522;24522;7;Araci Cortes;Aquarela do Brasil;Portuguese
27320;27320;7;William Gaxton & Genevieve Tobin;You Do Something to Me;English
26687;26687;7;Gordon Lightfoot;If You Could Read My Mind;English
139530;328983;7;Sam Smith;Stay with Me;English
34568;34568;7;Tears for Fears;Everybody Wants to Rule the World;English
149562;403559;7;Cliff Edwards (Ukulele Ike);Hard Hearted Hannah (The Vamp of Savannah);English
82877;82877;7;Robert Goulet;If Ever I Would Leave You;English
48;48;7;The Beatles;With a Little Help from My Friends;English
119680;168066;7;George Beaver;Blues My Naughty Sweetie Gives to Me;English
3174;3174;7;The Beatles;We Can Work It Out;English
11794;11794;7;Horace Heidt and His Brigadiers - Vocal Chorus by Larry Cotton;Gone with the Wind;English
137056;310201;7;John Legend;All of Me;English
23525;23525;7;Christopher Cross;Arthur's Theme (Best That You Can Do);English
21721;21721;7;Ethel Merman & Ray Middleton;They Say It's Wonderful;English
134622;288370;7;Avicii;Wake Me Up;English
9128;9128;7;The Kingston Trio;It Was a Very Good Year;English
51980;51980;7;Duke Ellington and His Orchestra;Lush Life;English
22154;22154;7;Adele Astaire & Eddie Foy Jr.;You're Driving Me Crazy (What Did I Do?);English
1143;1143;7;10cc;I'm Not in Love;English
4762;4762;7;Dionne Warwick;Do You Know the Way to San Jose?;English
546;546;7;David Bowie;Life on Mars;English
10526;10526;7;The Beatles;Things We Said Today;English
886;186102;7;Little Willie John;Fever;English
143172;355575;7;Tom Bryce;The Skye Boat Song;English
10144;10144;7;Johnny Rivers;By the Time I Get to Phoenix;English
13549;279858;7;Dick Jurgens and His Orchestra;You'd Be So Nice to Come Home To;English
21695;955953;7;Arthur C. Clough;Let Me Call You Sweetheart;English
111854;113701;7;Martha Tilton with Orchestra;I Should Care;English
19985;19985;7;Kaye Ballard;Lazy Afternoon;English
43997;183226;7;Glenn Miller and His Orchestra - Vocal Refrain by Tex Beneke and The Four Modernaires;Chattanooga Choo Choo;English
20622;20622;7;Michael Dees;What Are You Doing the Rest of Your Life?;English
6859;6859;7;João Gilberto, Antônio Carlos Jobim, Vinicius de Moraes;Garota de Ipanema;Portuguese
4939;4939;7;Diahann Carroll, Dolores Harper, Ada Moore and Enid Mosier;A Sleepin' Bee;English
7229;7229;7;Fay Templeton;Yesterdays;English
70931;250729;7;Jan Savitt and His Orchestra - Vocal Chorus by Bon Bon;Imagination;English
9266;9266;7;Tommy Dorsey and His Orchestra - Vocal Refrain by Frank Sinatra;Polka Dots and Moon Beams;English
1412;1412;7;Ray Charles;Hallelujah I Love Her So;English
12460;12460;7;Don Gibson;I Can't Stop Loving You;English
11779;11779;7;June Knight;Begin the Beguine;English
9644;9644;7;Stevie Wonder;Overjoyed;English
37513;37513;8;The Jackson 5;I'll Be There;English
144458;365005;8;Ed Sheeran;Thinking Out Loud;English
138964;378180;8;Vic Damone;An Affair to Remember (Our Love Affair);English
4066;4066;8;Marvin Gaye;Inner City Blues (Makes Me Wanna Holler);English
54461;54461;8;Larry Kert;Maria;English
14969;14969;8;The Beatles;Paperback Writer;English
7446;7446;8;Tears for Fears;Mad World;English
27641;27641;8;Al Jolson;You Made Me Love You;English
7762;7762;8;Billie Holiday;God Bless the Child;English
29045;29045;8;"Nat ""King"" Cole with the Music of Nelson Riddle";Never Let Me Go;English
4755;4755;8;Delaney & Bonnie and Friends featuring Eric Clapton;Groupie (Superstar);English
2145;2145;8;Nan Wynn;Ev'ry Time We Say Goodbye;English
40924;420222;8;Phyllis Cleveland and Jack Barker;Tea for Two;English
25511;25511;8;The Piccadilly Players;If I Had You;English
11535;222887;8;Agostinho dos Santos;Manhã de Carnaval;Portuguese
27906;167239;8;Glen Gray and The Casa Loma Orchestra - Vocal Chorus by Kenny Sargent;Too Marvelous for Words;English
1456;1456;8;The Beatles;The Fool on the Hill;English
2759;2759;8;Billie Holiday;Don't Explain;English
62086;62086;8;Ezio Pinza;Some Enchanted Evening;English
116565;146368;8;Ted Fiorito and His Orchestra - Vocal Chorus Muzzy Marcellino & The Fio-rettes;Lulu's Back in Town;English
299;1032612;8;David Bowie;Space Oddity;English
31725;31725;8;Dinah Shore;Like Someone in Love;English
4690;4690;8;Mary Hay and Clifton Webb;(I've Got a) Crush on You;English
7489;7489;8;The Jackson 5;Never Can Say Goodbye;English
30668;30668;8;Mae West with Duke Ellington and His Orchestra;My Old Flame;English
1650;1650;8;Elton John;Sorry Seems to Be the Hardest Word;English
12159;12159;8;Katherine Perry;Don't Worry 'Bout Me;English
22084;22084;8;Radiohead;No Surprises;English
6616;6616;8;Metallica;Enter Sandman;English
118823;163061;8;Richard Davis;A Child Is Born;English
10581;348499;8;Henry Mancini and His Orchestra with Chorus;Charade;English
77153;77153;8;Michael Jackson;Don't Stop 'Til You Get Enough;English
150660;420045;8;João Gilberto;Brigas Nunca Mais;Portuguese
140157;333360;8;Les Brown and His Orchestra - Vocal Chorus by Ralph Young;'Tis Autumn;English
14379;14379;8;Dolly Parton;I Will Always Love You;English
32053;32053;8;Michael Jackson;The Way You Make Me Feel;English
7495;7495;8;Bill Nash;For the Good Times;English
31360;31360;8;Lou Gold & His Orchestra - Vocal Chorus by Murray Amster;Ain't She Sweet;English
156124;534336;8;Ladd's Black Aces;I Wish I Could Shimmy Like My Sister Kate;English
2301;2301;8;The Beatles;Can't Buy Me Love;English
9103;9103;8;The Beatles;I Want to Hold Your Hand;English
5954;5954;8;The Beatles;Lady Madonna;English
22286;22286;8;John Hartford;Gentle on My Mind;English
6417;6417;8;Smokey Robinson & The Miracles;I Heard It Through the Grapevine;English
121852;187615;8;John Kirby and His Onyx Club Boys;Undecided;English
4468;4468;8;Nirvana [US];Smells Like Teen Spirit;English
3839;337479;8;Judy Garland;The Man That Got Away;English
22961;22961;8;Shirley Ross;It Never Entered My Mind;English
31327;31327;8;Jim Lowe with The High Fives;The Green Door;English
118713;162423;8;Mildred Bailey;Don't Take Your Love from Me;English
817;817;8;Queen;Bohemian Rhapsody;English
122729;198104;8;Maysa;O Barquinho;Portuguese
9358;9358;8;Edison Male Quartette;Jingle Bells;English
22945;22945;8;Doris Carson & Ray Bolger;There's a Small Hotel;English
142497;351798;8;T.S.;Blank Space;English
21958;84377;8;The Rounders [US1];Singin' in the Rain;English
32531;32531;8;Scott McKenzie;San Francisco (Be Sure to Wear Flowers in Your Hair);English
43088;43088;8;Foreigner;I Want to Know What Love Is;English
42488;42488;8;Bert Stock and His Orchestra;Honeysuckle Rose;English
111656;112558;8;Bing Crosby;Wrap Your Troubles in Dreams (And Dream Your Troubles Away);English
799;799;8;Bob Dylan;Lay Lady Lay;English
10913;10913;8;Dick Powell;I Only Have Eyes for You;English
64445;64445;8;Snow Patrol;Chasing Cars;English
4698;4698;8;Bobbe Arnst;How Long Has This Been Going On?;English
26941;26941;8;The Association;Never My Love;English
43195;43195;8;Barbra Streisand;"Love Theme from ""A Star Is Born"" (Evergreen)";English
662;662;8;The Beatles;A Hard Day's Night;English
6464;6464;8;Led Zeppelin;Immigrant Song;English
23544;23544;8;George Michael;Careless Whisper;English
128680;242082;8;Chick Webb and His Orchestra;Don't Be That Way;English
42117;42117;8;The Supremes;Come See About Me;English
149807;408006;8;Justin Bieber;Love Yourself;English
2928;2928;8;The Beatles;Eight Days a Week;English
74245;226609;8;Shep Fields and His Rippling Rhythm Orchestra - Vocal Refrain by Bob Goday;September in the Rain;English
136518;306190;8;Red Norvo and His Orchestra;Please Be Kind;English
3270;3270;8;The Box Tops;The Letter;English
9507;9507;8;The Beatles;Ob-La-Di, Ob-La-Da;English
39438;39438;8;Percy Faith;I'll Never Smile Again;English
4692;4692;8;Ginger Rogers and Willie Howard;But Not for Me;English
122602;195743;8;Henry Mancini and His Orchestra;Two for the Road;English
21828;21828;8;Coldplay;Clocks;English
46851;632161;8;Vince Guaraldi;Christmas Time Is Here;English
20254;344643;8;Russ Columbo and His Orchestra;Street of Dreams;English
19353;118035;8;Patricia Morison;So in Love;English
12168;12168;8;James Taylor;Fire and Rain;English
175;175;8;Elvis Presley with The Jordanaires;Can't Help Falling in Love;English
6715;6715;8;Johnny Mandel;Shadow of Your Smile;English
2658;2658;8;The Beatles;Something;English
12968;12968;8;Sonny & Chér;The Beat Goes On;English
679;679;8;Dionne Warwick;Walk on By;English
18507;769830;8;Dinah Shore with Orchestra;I Thought About You;English
122709;196711;8;Adele;Someone Like You;English
87469;509530;8;Debbie Reynolds;Tammy;English
127547;234995;8;Sammy Davis, Jr.;Too Close for Comfort;English
9262;136020;8;Charlie Spivak and His Orchestra;Old Devil Moon;English
5616;5616;8;The Beatles;Within You Without You;English
164640;553216;8;Ed Sheeran;Perfect;English
4696;4696;8;Adele Astaire;The Man I Love;English
23767;23767;9;Robert Alda & Isabel Bigley;I've Never Been in Love Before;English
8387;8387;9;The Beatles;Michelle;English
20539;20539;9;Duke Ellington and His Orchestra;In a Sentimental Mood;English
24222;24222;9;Guns n' Roses;Sweet Child o' Mine;English
37776;37776;9;Brook Benton;A House Is Not a Home;English
53351;181726;9;Ivie Anderson;I Got It Bad (And That Ain't Good);English
373;373;9;Fred Neil;Everybody's Talkin';English
564;564;9;The Beatles;Across the Universe;English
9643;9643;9;The Jackson 5;I Want You Back;English
8521;8521;9;Anne Murray;Snowbird;English
139588;329538;9;Noelani Hawaiian Orchestra;My Little Grass Shack in Kealakekua, Hawaii;English
1596;1596;9;The Beatles;All You Need Is Love;English
135478;295405;9;Zedd feat. Foxes;Clarity;English
167;167;9;Elton John;Rocket Man;English
1409;1409;9;The Beatles;Yesterday;English
961;961;9;The Beatles;I Am the Walrus;English
2083;2083;9;The Rolling Stones;Play with Fire;English
29299;447795;9;Jacques Hélian et son Orchestre;Sous le ciel de Paris;French
129296;245527;9;Mary Lawlor and John Price Jones;The Best Things in Life Are Free;English
7577;266540;9;Larry Clinton and His Orchestra - Vocal Refrain by Bea Wain;The Masquerade Is Over;English
7818;7818;9;John Payne & Joan Merrill;There Will Never Be Another You;English
11859;11859;9;Aida Ward;I've Got the World on a String;English
10641;10641;9;Silvia Telles;Dindi;Portuguese
134347;285622;9;David Guetta feat. Sia;Titanium;English
83296;83296;9;Frank Sinatra;The Things We Did Last Summer;English
4217;4217;9;Willie Bryant and His Orchestra;The Glory of Love;English
2966;2966;9;Otis Redding;(Sittin' On) The Dock of the Bay;English
42631;42631;9;The Young Rascals;Groovin';English
35472;35472;9;Hugo Winterhalter and His Orchestra;Canadian Sunset;English
121401;330531;9;Fred Astaire, Ginger Rogers, Erik Rhodes and Lillian Miles;The Continental;English
8543;8543;9;Anne Wiggins Brown & Todd Duncan;I Loves You, Porgy;English
141096;340442;9;Broadway Broadcasters;My Mother's Eyes;English
8202;8202;9;Burt Bacharach and His Orchestra & Chorus;Trains and Boats and Planes;English
4852;277541;9;Doris Day;Secret Love;English
7583;7583;9;Frances Comstock & Alfred Drake;How High the Moon;English
5118;5118;9;The Beatles;Taxman;English
152634;446734;9;Wiz Khalifa featuring Charlie Puth;See You Again;English
23142;308565;9;P.J. Proby;Delilah;English
5294;201942;9;Dick Powell with Jimmie Grier and His Orchestra;Lullaby of Broadway;English
44435;44435;9;Cliff Edwards with Victor Young and His Orchestra and The Ken Darby Singers;When You Wish upon a Star;English
126096;222673;9;Alberta Hunter and Ray's Dreamland Orchestra;Someday Sweetheart;English
5555;5555;9;Anita Carter;Love's Ring of Fire;English
2696;2696;9;Ray Charles;Lonely Avenue;English
35389;35389;9;Dick Powell & Alice Faye;I've Got My Love to Keep Me Warm;English
114606;266155;9;Suzy Delair;C'est si bon;French
101001;101001;9;Gene Austin;She's Funny That Way;English
23239;1208108;9;Paul Whiteman and His Orchestra - Vocal Refrain by The King's Men;When I Grow Too Old to Dream;English
2901;2901;9;Buddy Johnson and His Orchestra - Vocal Chorus by Ella Johnson;Since I Fell for You;English
10472;10472;9;U2;With or Without You;English
5515;5515;9;Sting;Fragile;English
11051;11051;9;The Police;Every Little Thing She Does Is Magic;English
91832;91832;9;Judy Garland;The Trolley Song;English
59954;96942;9;Fisk University Jubilee Singers;Down by the Riverside;English
56072;56072;9;AC/DC;Thunderstruck;English
5316;5316;9;Judy Garland;Over the Rainbow;English
112640;118902;9;Mary Martin & Robert Preston;My Cup Runneth Over;English
5233;5233;9;Ethel Waters;Am I Blue?;English
145365;370607;9;Ed Sheeran;Photograph;English
5102;5102;9;Jr. Walker & The All Stars;Shotgun;English
7961;908821;9;Connie Haines;For Once in My Life;English
706;706;9;Bread;If;English
142008;347779;9;Maurice Chevalier;My Ideal;English
13540;13540;9;Eddie Albert & Marcy Westcott;This Can't Be Love;English
3995;3995;9;ABBA;I Have a Dream;English
12542;12542;9;Pixies;Where Is My Mind?;English
50379;50379;9;Bob Hope;I Can't Get Started;English
9576;9576;9;Harry Richman;On the Sunny Side of the Street;English
111952;314859;9;Ben Bernie and His Hotel Roosevelt Orchestra - Vocal Chorus by Scrappy Lambert;Mean to Me;English
12937;1038677;9;Carl T. Sprague;Red River Valley;English
11014;11014;9;Queen;We Are the Champions;English
64651;270255;9;Os Cariocas;Só Danço Samba;Portuguese
81722;82289;9;Guy Lombardo and His Royal Canadians - Vocal Refrain by Carmen Lombardo & Trio;A Fine Romance;English
5500;262210;9;Otis Williams;Unchain My Heart;English
5655;5655;9;Fred Astaire;Night and Day;English
28221;28221;9;Julia Sanderson and Donald Brian;They Didn't Believe Me;English
10338;10338;9;Sam & Dave;Soul Man;English
42997;42997;9;Hoagy Carmichael and His Orchestra;Lazy River;English
62433;62433;9;Mary Ellis and Dennis King;Indian Love Call;English
26542;26542;9;Margaret Simms & Paul Bass;Ain't Misbehavin';English
